dataset,source_id,row_id,index_name,index_value,R,qbase,lambda_Q,rank,pdet,effective_rank,source_label,source_reference,source_url,source_note
gwtc_predictive_events,SRC002,6,rank,7,0.53733312679400003,1.067374799782,0.00070813311533333978,0.066666666666666666,4.2212805314940238e-07,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,7,rank,8,0.536365104654,1.0770471560870001,0.00085667989652388199,0.076190476190476197,9.5848578331995759e-05,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,8,rank,9,1.950191941915,1.08674965237,0.0010353666557142704,0.085714285714285715,0.00053505225456942798,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,9,rank,10,0.33060737783299998,1.096491258583,0.001253163344904773,0.095238095238095233,0.00034336930486410824,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,10,rank,11,0.65754518199199996,1.1062820146650001,0.0015201099030953263,0.10476190476190476,9.9892976408517769e-08,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,11,rank,12,1.362704611529,1.116132984322,0.0018472700362857503,0.11428571428571428,9.731677645803284e-05,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,12,rank,13,0.75915610659099997,1.1260562039799999,0.0022466801704761341,0.12380952380952381,7.6367566066434404e-05,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,13,rank,14,1.3548059269349999,1.1360646270999999,0.0027312937666665593,0.13333333333333333,3.2143194588680462e-05,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,14,rank,15,1.1362858719490001,1.146172064063,0.0033149212058571353,0.14285714285714285,1.3163303739516527e-05,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,15,rank,16,1.544728233546,1.1563931178739999,0.0040121654930475037,0.15238095238095239,1.6395951208867435e-05,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,16,rank,17,1.226042441543,1.1667431159120001,0.0048383540072381714,0.16190476190476191,1.4037727463252465e-05,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,17,rank,18,1.5996294993869999,1.177238038,0.005809466571428612,0.17142857142857143,9.7956944379623024e-06,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,18,rank,19,3.1620568446149999,1.1878944410700001,0.0069420601176191366,0.18095238095238095,2.3551136404936688e-05,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,19,rank,20,3.3003640900660001,1.1987293807149999,0.008253190238809438,0.19047619047619047,3.002943568020848e-05,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,20,rank,21,1.674813855374,1.2097603299249999,0.009760329924999922,0.20000000000000001,2.7583795878132702e-05,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,21,rank,22,1.686250654545,1.221005095327,0.011481285803190439,0.20952380952380953,1.8930173329300599e-05,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,22,rank,23,0.962517469879,1.2324817312530001,0.013434112205381044,0.21904761904761905,4.2341172636338554e-05,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,23,rank,24,1.273710328118,1.2442084519579999,0.01563702338657133,0.22857142857142856,5.2338027491679339e-06,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,24,rank,25,2.2680904755019999,1.256203542348,0.018108304252761942,0.23809523809523808,8.6775829213617348e-05,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,25,rank,26,13.376714416252,1.2684852675439999,0.020866219924952301,0.24761904761904763,0.00068108621578383364,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,26,rank,27,2.8905985917720001,1.2810717816470001,0.023928924504142968,0.25714285714285712,0.00011634328656184609,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,27,rank,28,2.4083200168530001,1.293981036053,0.027314369386333304,0.26666666666666666,0.00014222294706584587,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,28,rank,29,8.9223171923060001,1.307230687681,0.031040211490523828,0.27619047619047621,0.00038857181610395377,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,29,rank,30,2.890718273224,1.320838007466,0.035123721751714299,0.2857142857142857,6.271227005074051e-05,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,30,rank,31,2.4572648763179998,1.33481978948,0.039581694241904775,0.29523809523809524,8.4424154599717214e-06,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,31,rank,32,2.9728597289460001,1.3491922610410001,0.044430356279095307,0.30476190476190479,4.9921467593711511e-07,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,32,rank,33,3.924365006905,1.3639709941560001,0.049685279870285814,0.31428571428571428,0.00057556535789424223,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,33,rank,34,0.29403353142900002,1.379170818652,0.05536129484247615,0.32380952380952382,0.0018222452400892273,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,34,rank,35,3.383682609104,1.394805737347,0.061472404013666659,0.33333333333333331,0.00047307285192961014,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,35,rank,36,3.1066525638439999,1.4108888435810001,0.068031700723857225,0.34285714285714286,3.3608745172778802e-06,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,36,rank,37,3.526554380916,1.4274322414539999,0.075051289073047533,0.35238095238095241,8.686247495697965e-08,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,37,rank,38,4.1464202192349999,1.4444469690820001,0.082542207177238203,0.3619047619047619,1.6475654899511602e-05,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,38,rank,39,3.0749656497900002,1.4619429251810001,0.090514353752428667,0.37142857142857144,2.3456567468294794e-05,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,39,rank,40,3.9271655036899999,1.4799287992829999,0.098976418330618987,0.38095238095238093,2.7245045225275271e-07,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,40,rank,41,5.328874864186,1.4984120058629999,0.10793581538680946,0.39047619047619048,3.2866988624597287e-05,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,41,rank,42,3.8437238279339998,1.5173986226489999,0.11739862264899992,0.40000000000000002,1.6507258566053137e-05,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,42,rank,43,4.3171855040110003,1.536893333374,0.12736952385019051,0.40952380952380951,6.0620917969976379e-05,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,43,rank,44,2.0813584714350002,1.5568993752169999,0.13785175616938089,0.41904761904761906,4.0514343542952416e-06,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,44,rank,45,1.2393612075180001,1.5774184911410001,0.14884706256957153,0.42857142857142855,0.00035817885732976373,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,45,rank,46,5.5670130076030002,1.598450887349,0.16035564925376189,0.43809523809523809,6.3228953215876713e-05,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,46,rank,47,10.865654438723,1.6199951960429999,0.17237614842395227,0.44761904761904764,0.00067375929678393555,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,47,rank,48,1.3804509398960001,1.6420484436489999,0.18490558650614281,0.45714285714285713,0.00051116867387929936,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,48,rank,49,1.8486714235449999,1.6646060246659999,0.19793935799933327,0.46666666666666667,0.00011876866683668854,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,49,rank,50,7.7103788797880002,1.6876616812659999,0.21147120507552375,0.47619047619047616,0.00072197326845295029,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,50,rank,51,2.0057075797000001,1.711207488741,0.22549320302671433,0.48571428571428571,0.00085575440436521353,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,51,rank,52,10.562340740673999,1.735233846911,0.23999575167290477,0.49523809523809526,0.00094828378343856496,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,52,rank,53,2.3770657941189999,1.7597294775300001,0.25496757276809534,0.50476190476190474,5.5337144701412035e-05,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,53,rank,54,1.1390607010739999,1.784681427749,0.27039571346328573,0.51428571428571423,0.00098601549547233831,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,54,rank,55,13.361744853653001,1.81007507966,0.28626555585047619,0.52380952380952384,0.0011098267878753257,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,55,rank,56,5.324145156598,1.8358941659100001,0.30256083257666677,0.53333333333333333,0.00028283103005099066,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,56,rank,57,11.67961230607,1.8621207913690001,0.31926364851185729,0.54285714285714282,1.0912783158464808e-05,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,57,rank,58,18.334985678928,1.8887354608119999,0.33635450843104753,0.55238095238095242,5.1955838364173303e-05,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,58,rank,59,13.861833301080001,1.9157171125320001,0.35381235062723815,0.56190476190476191,4.4827969359284069e-08,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,59,rank,60,10.710430088816,1.9430431578159999,0.3716145863874285,0.5714285714285714,1.3939785529139775e-07,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,60,rank,61,8.5988361829979993,1.970689526161,0.38973714520861902,0.580952380952381,2.2654986452920673e-06,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,61,rank,62,5.9272181882619996,1.998630716102,0.40815452562580956,0.59047619047619049,7.0128591497689687e-07,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,62,rank,63,3.7557931298359999,2.026839851499,0.42683985149900006,0.59999999999999998,5.0745070544364712e-05,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,63,rank,64,4.9376719554699999,2.0552887431159998,0.44576493359219027,0.60952380952380958,2.7960157870692938e-06,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,64,rank,65,7.6970292866310004,2.0839479552950002,0.46490033624738114,0.61904761904761907,0.0001072676934776081,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,65,rank,66,34.808922825654001,2.1127868775210001,0.48421544894957158,0.62857142857142856,0.00076599192891593651,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,66,rank,67,8.8759223379289995,2.1417738006359999,0.50367856254076182,0.63809523809523805,0.00054997149579341946,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,67,rank,68,26.281152928089,2.1708759974820002,0.52325694986295257,0.64761904761904765,0.00031449314786646652,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,68,rank,69,12.027516577710999,2.2000598076740001,0.54291695053114297,0.65714285714285714,3.0625958893807428e-05,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,69,rank,70,9.9336847085239999,2.2292907262689998,0.56262405960233319,0.66666666666666663,3.1633591177928544e-05,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,70,rank,71,4.5164718990579997,2.2585334959950001,0.58234301980452385,0.67619047619047623,0.00020345542239540507,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,71,rank,72,9.5556060066510007,2.2877522027650001,0.60203791705071441,0.68571428571428572,2.6055088200859262e-05,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,72,rank,73,11.5511072982,2.3169103741520001,0.62167227891390486,0.69523809523809521,0.00012025520823384123,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,73,rank,74,4.2033500885250001,2.3459710804779998,0.64120917571609504,0.70476190476190481,0.00014755928707420093,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,74,rank,75,5.9119172681279997,2.3748970381999999,0.66061132391428556,0.7142857142857143,6.1111269281314952e-06,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
gwtc_predictive_events,SRC002,75,rank,76,6.2863192778680004,2.4036507152320001,0.67984119142247634,0.72380952380952379,4.1293693008759386e-05,2,GWTC predictive event certificate,events_predictive_q_power_certificate.json,included/certificate-derived; original input events.csv,Rows extracted from GWTC predictive certificate series; zero-radius initial row omitted for log-positive transport.
